2018-12-24 18:43:36 , OrderId: 1-1163902 , CUSIP: 9128285Q9 , Side: Bid , Price: 100.031 , VisibleQuantity: 1000000 , HiddenQuantity: 1000000 , ParentOrderId: 1-1 , IsChildOrder: No
2018-12-24 18:43:36 , OrderId: 13-979760 , CUSIP: 9128285Q9 , Side: Bid , Price: 99.3555 , VisibleQuantity: 1000000 , HiddenQuantity: 1000000 , ParentOrderId: 13-9 , IsChildOrder: No
2018-12-24 18:43:36 , OrderId: 14-5184882 , CUSIP: 9128285R7 , Side: Ask , Price: 100.688 , VisibleQuantity: 1000000 , HiddenQuantity: 1000000 , ParentOrderId: 14-5 , IsChildOrder: No
2018-12-24 18:43:36 , OrderId: 15-6647122 , CUSIP: 9128285P1 , Side: Bid , Price: 99.2852 , VisibleQuantity: 1000000 , HiddenQuantity: 1000000 , ParentOrderId: 15-6 , IsChildOrder: No
2018-12-24 18:43:36 , OrderId: 16-5628168 , CUSIP: 9128285N6 , Side: Ask , Price: 99.0195 , VisibleQuantity: 1000000 , HiddenQuantity: 1000000 , ParentOrderId: 16-5 , IsChildOrder: No
2018-12-24 18:43:36 , OrderId: 17-532091 , CUSIP: 9128285M8 , Side: Bid , Price: 100.781 , VisibleQuantity: 1000000 , HiddenQuantity: 1000000 , ParentOrderId: 17-5 , IsChildOrder: No
2018-12-24 18:43:36 , OrderId: 18-1392298 , CUSIP: 912810SE9 , Side: Ask , Price: 99.793 , VisibleQuantity: 1000000 , HiddenQuantity: 1000000 , ParentOrderId: 18-1 , IsChildOrder: No
2018-12-24 18:43:36 , OrderId: 19-1871689 , CUSIP: 9128285Q9 , Side: Bid , Price: 100.426 , VisibleQuantity: 1000000 , HiddenQuantity: 1000000 , ParentOrderId: 19-1 , IsChildOrder: No
2018-12-24 18:43:36 , OrderId: 20-5450155 , CUSIP: 9128285R7 , Side: Ask , Price: 99.1641 , VisibleQuantity: 1000000 , HiddenQuantity: 1000000 , ParentOrderId: 20-5 , IsChildOrder: No
2018-12-24 18:43:36 , OrderId: 21-5700929 , CUSIP: 9128285P1 , Side: Bid , Price: 99.5703 , VisibleQuantity: 1000000 , HiddenQuantity: 1000000 , ParentOrderId: 21-5 , IsChildOrder: No
2018-12-24 18:43:36 , OrderId: 22-5366357 , CUSIP: 9128285N6 , Side: Ask , Price: 99.0859 , VisibleQuantity: 1000000 , HiddenQuantity: 1000000 , ParentOrderId: 22-5 , IsChildOrder: No
2018-12-24 18:43:36 , OrderId: 23-0214455 , CUSIP: 9128285M8 , Side: Bid , Price: 99.957 , VisibleQuantity: 1000000 , HiddenQuantity: 1000000 , ParentOrderId: 23-0 , IsChildOrder: No
2018-12-24 18:43:36 , OrderId: 24-5678500 , CUSIP: 912810SE9 , Side: Ask , Price: 100.93 , VisibleQuantity: 1000000 , HiddenQuantity: 1000000 , ParentOrderId: 24-5 , IsChildOrder: No
2018-12-24 18:43:36 , OrderId: 25-7825845 , CUSIP: 9128285Q9 , Side: Bid , Price: 100.918 , VisibleQuantity: 1000000 , HiddenQuantity: 1000000 , ParentOrderId: 25-7 , IsChildOrder: No
2018-12-24 18:43:36 , OrderId: 26-3266369 , CUSIP: 9128285R7 , Side: Ask , Price: 100.902 , VisibleQuantity: 1000000 , HiddenQuantity: 1000000 , ParentOrderId: 26-3 , IsChildOrder: No
2018-12-24 18:43:36 , OrderId: 27-5790125 , CUSIP: 9128285P1 , Side: Bid , Price: 100.402 , VisibleQuantity: 1000000 , HiddenQuantity: 1000000 , ParentOrderId: 27-5 , IsChildOrder: No
2018-12-24 18:43:36 , OrderId: 28-7125080 , CUSIP: 9128285N6 , Side: Ask , Price: 100.219 , VisibleQuantity: 1000000 , HiddenQuantity: 1000000 , ParentOrderId: 28-7 , IsChildOrder: No
2018-12-24 18:43:36 , OrderId: 29-6386563 , CUSIP: 9128285M8 , Side: Bid , Price: 99.2148 , VisibleQuantity: 1000000 , HiddenQuantity: 1000000 , ParentOrderId: 29-6 , IsChildOrder: No
2018-12-24 18:43:36 , OrderId: 30-4438909 , CUSIP: 912810SE9 , Side: Ask , Price: 100.941 , VisibleQuantity: 1000000 , HiddenQuantity: 1000000 , ParentOrderId: 30-4 , IsChildOrder: No
2018-12-24 18:43:36 , OrderId: 31-7836188 , CUSIP: 9128285Q9 , Side: Bid , Price: 99.3828 , VisibleQuantity: 1000000 , HiddenQuantity: 1000000 , ParentOrderId: 31-7 , IsChildOrder: No
2018-12-24 18:43:36 , OrderId: 32-1686142 , CUSIP: 9128285R7 , Side: Ask , Price: 99.2656 , VisibleQuantity: 1000000 , HiddenQuantity: 1000000 , ParentOrderId: 32-1 , IsChildOrder: No
2018-12-24 18:43:36 , OrderId: 33-2975198 , CUSIP: 9128285P1 , Side: Bid , Price: 99.8711 , VisibleQuantity: 1000000 , HiddenQuantity: 1000000 , ParentOrderId: 33-2 , IsChildOrder: No
2018-12-24 18:43:36 , OrderId: 34-6752407 , CUSIP: 9128285N6 , Side: Ask , Price: 99.4531 , VisibleQuantity: 1000000 , HiddenQuantity: 1000000 , ParentOrderId: 34-6 , IsChildOrder: No
2018-12-24 18:43:36 , OrderId: 35-4520430 , CUSIP: 9128285M8 , Side: Bid , Price: 99.1992 , VisibleQuantity: 1000000 , HiddenQuantity: 1000000 , ParentOrderId: 35-4 , IsChildOrder: No
2018-12-24 18:43:36 , OrderId: 36-5764519 , CUSIP: 912810SE9 , Side: Ask , Price: 99.9492 , VisibleQuantity: 1000000 , HiddenQuantity: 1000000 , ParentOrderId: 36-5 , IsChildOrder: No
2018-12-24 18:43:36 , OrderId: 37-5636811 , CUSIP: 9128285Q9 , Side: Bid , Price: 100.246 , VisibleQuantity: 1000000 , HiddenQuantity: 1000000 , ParentOrderId: 37-5 , IsChildOrder: No
2018-12-24 18:43:36 , OrderId: 38-3698684 , CUSIP: 9128285R7 , Side: Ask , Price: 100.602 , VisibleQuantity: 1000000 , HiddenQuantity: 1000000 , ParentOrderId: 38-3 , IsChildOrder: No
2018-12-24 18:43:36 , OrderId: 39-2915936 , CUSIP: 9128285P1 , Side: Bid , Price: 99.8906 , VisibleQuantity: 1000000 , HiddenQuantity: 1000000 , ParentOrderId: 39-2 , IsChildOrder: No
2018-12-24 18:43:36 , OrderId: 40-8179517 , CUSIP: 9128285N6 , Side: Ask , Price: 100.359 , VisibleQuantity: 1000000 , HiddenQuantity: 1000000 , ParentOrderId: 40-8 , IsChildOrder: No
2018-12-24 18:43:36 , OrderId: 41-7337868 , CUSIP: 9128285M8 , Side: Bid , Price: 100.559 , VisibleQuantity: 1000000 , HiddenQuantity: 1000000 , ParentOrderId: 41-7 , IsChildOrder: No
2018-12-24 18:43:36 , OrderId: 42-0218472 , CUSIP: 912810SE9 , Side: Ask , Price: 99.9688 , VisibleQuantity: 1000000 , HiddenQuantity: 1000000 , ParentOrderId: 42-0 , IsChildOrder: No
2018-12-24 18:43:36 , OrderId: 43-6849448 , CUSIP: 9128285Q9 , Side: Bid , Price: 99.7656 , VisibleQuantity: 1000000 , HiddenQuantity: 1000000 , ParentOrderId: 43-6 , IsChildOrder: No
2018-12-24 18:43:36 , OrderId: 44-4632711 , CUSIP: 9128285R7 , Side: Ask , Price: 99.5547 , VisibleQuantity: 1000000 , HiddenQuantity: 1000000 , ParentOrderId: 44-4 , IsChildOrder: No
2018-12-24 18:43:36 , OrderId: 45-9447610 , CUSIP: 9128285P1 , Side: Bid , Price: 100.188 , VisibleQuantity: 1000000 , HiddenQuantity: 1000000 , ParentOrderId: 45-9 , IsChildOrder: No
2018-12-24 18:43:36 , OrderId: 46-2713104 , CUSIP: 9128285N6 , Side: Ask , Price: 99.8789 , VisibleQuantity: 1000000 , HiddenQuantity: 1000000 , ParentOrderId: 46-2 , IsChildOrder: No
2018-12-24 18:43:36 , OrderId: 47-2733960 , CUSIP: 9128285M8 , Side: Bid , Price: 100.621 , VisibleQuantity: 1000000 , HiddenQuantity: 1000000 , ParentOrderId: 47-2 , IsChildOrder: No
2018-12-24 18:43:36 , OrderId: 48-0341924 , CUSIP: 912810SE9 , Side: Ask , Price: 99.3516 , VisibleQuantity: 1000000 , HiddenQuantity: 1000000 , ParentOrderId: 48-0 , IsChildOrder: No
2018-12-24 18:43:36 , OrderId: 49-9724440 , CUSIP: 9128285Q9 , Side: Bid , Price: 99.5625 , VisibleQuantity: 1000000 , HiddenQuantity: 1000000 , ParentOrderId: 49-9 , IsChildOrder: No
2018-12-24 18:43:36 , OrderId: 50-9636504 , CUSIP: 9128285R7 , Side: Ask , Price: 100.938 , VisibleQuantity: 1000000 , HiddenQuantity: 1000000 , ParentOrderId: 50-9 , IsChildOrder: No
2018-12-24 18:43:36 , OrderId: 51-3164984 , CUSIP: 9128285P1 , Side: Bid , Price: 100.418 , VisibleQuantity: 1000000 , HiddenQuantity: 1000000 , ParentOrderId: 51-3 , IsChildOrder: No
2018-12-24 18:43:36 , OrderId: 52-4353275 , CUSIP: 9128285N6 , Side: Ask , Price: 100.137 , VisibleQuantity: 1000000 , HiddenQuantity: 1000000 , ParentOrderId: 52-4 , IsChildOrder: No
2018-12-24 18:43:36 , OrderId: 53-3479357 , CUSIP: 9128285M8 , Side: Bid , Price: 99.7383 , VisibleQuantity: 1000000 , HiddenQuantity: 1000000 , ParentOrderId: 53-3 , IsChildOrder: No
2018-12-24 18:43:36 , OrderId: 54-1304248 , CUSIP: 912810SE9 , Side: Ask , Price: 100.652 , VisibleQuantity: 1000000 , HiddenQuantity: 1000000 , ParentOrderId: 54-1 , IsChildOrder: No
2018-12-24 18:43:36 , OrderId: 55-0112703 , CUSIP: 9128285Q9 , Side: Bid , Price: 100.426 , VisibleQuantity: 1000000 , HiddenQuantity: 1000000 , ParentOrderId: 55-0 , IsChildOrder: No
2018-12-24 18:43:36 , OrderId: 56-3122382 , CUSIP: 9128285R7 , Side: Ask , Price: 99.3438 , VisibleQuantity: 1000000 , HiddenQuantity: 1000000 , ParentOrderId: 56-3 , IsChildOrder: No
2018-12-24 18:43:36 , OrderId: 57-5590065 , CUSIP: 9128285P1 , Side: Bid , Price: 100.734 , VisibleQuantity: 1000000 , HiddenQuantity: 1000000 , ParentOrderId: 57-5 , IsChildOrder: No
2018-12-24 18:43:36 , OrderId: 58-434721 , CUSIP: 9128285N6 , Side: Ask , Price: 100.934 , VisibleQuantity: 1000000 , HiddenQuantity: 1000000 , ParentOrderId: 58-4 , IsChildOrder: No
2018-12-24 18:43:36 , OrderId: 59-2239470 , CUSIP: 9128285M8 , Side: Bid , Price: 100.91 , VisibleQuantity: 1000000 , HiddenQuantity: 1000000 , ParentOrderId: 59-2 , IsChildOrder: No
2018-12-24 18:43:36 , OrderId: 60-8118651 , CUSIP: 912810SE9 , Side: Ask , Price: 100.379 , VisibleQuantity: 1000000 , HiddenQuantity: 1000000 , ParentOrderId: 60-8 , IsChildOrder: No
2018-12-24 18:43:36 , OrderId: 61-9698673 , CUSIP: 9128285Q9 , Side: Bid , Price: 99.9492 , VisibleQuantity: 1000000 , HiddenQuantity: 1000000 , ParentOrderId: 61-9 , IsChildOrder: No
2018-12-24 18:43:36 , OrderId: 62-0467011 , CUSIP: 9128285R7 , Side: Ask , Price: 100.383 , VisibleQuantity: 1000000 , HiddenQuantity: 1000000 , ParentOrderId: 62-0 , IsChildOrder: No
2018-12-24 18:43:36 , OrderId: 63-8169116 , CUSIP: 9128285P1 , Side: Bid , Price: 99.1641 , VisibleQuantity: 1000000 , HiddenQuantity: 1000000 , ParentOrderId: 63-8 , IsChildOrder: No
2018-12-24 18:43:36 , OrderId: 64-1900281 , CUSIP: 9128285N6 , Side: Ask , Price: 99.0273 , VisibleQuantity: 1000000 , HiddenQuantity: 1000000 , ParentOrderId: 64-1 , IsChildOrder: No
2018-12-24 18:43:36 , OrderId: 65-9462060 , CUSIP: 9128285M8 , Side: Bid , Price: 99.6016 , VisibleQuantity: 1000000 , HiddenQuantity: 1000000 , ParentOrderId: 65-9 , IsChildOrder: No
2018-12-24 18:43:36 , OrderId: 66-7480892 , CUSIP: 912810SE9 , Side: Ask , Price: 100.012 , VisibleQuantity: 1000000 , HiddenQuantity: 1000000 , ParentOrderId: 66-7 , IsChildOrder: No
2018-12-24 18:43:36 , OrderId: 67-6315458 , CUSIP: 9128285Q9 , Side: Bid , Price: 100.781 , VisibleQuantity: 1000000 , HiddenQuantity: 1000000 , ParentOrderId: 67-6 , IsChildOrder: No
2018-12-24 18:43:36 , OrderId: 68-5576260 , CUSIP: 9128285R7 , Side: Ask , Price: 99.4141 , VisibleQuantity: 1000000 , HiddenQuantity: 1000000 , ParentOrderId: 68-5 , IsChildOrder: No
2018-12-24 18:43:36 , OrderId: 69-2674857 , CUSIP: 9128285P1 , Side: Bid , Price: 100.707 , VisibleQuantity: 1000000 , HiddenQuantity: 1000000 , ParentOrderId: 69-2 , IsChildOrder: No
2018-12-24 18:43:36 , OrderId: 70-5437175 , CUSIP: 9128285N6 , Side: Ask , Price: 100.789 , VisibleQuantity: 1000000 , HiddenQuantity: 1000000 , ParentOrderId: 70-5 , IsChildOrder: No
2018-12-24 18:43:36 , OrderId: 71-1287829 , CUSIP: 9128285M8 , Side: Bid , Price: 99.6094 , VisibleQuantity: 1000000 , HiddenQuantity: 1000000 , ParentOrderId: 71-1 , IsChildOrder: No
2018-12-24 18:43:36 , OrderId: 72-6432195 , CUSIP: 912810SE9 , Side: Ask , Price: 100.578 , VisibleQuantity: 1000000 , HiddenQuantity: 1000000 , ParentOrderId: 72-6 , IsChildOrder: No
2018-12-24 18:43:36 , OrderId: 73-4852625 , CUSIP: 9128285Q9 , Side: Bid , Price: 100.746 , VisibleQuantity: 1000000 , HiddenQuantity: 1000000 , ParentOrderId: 73-4 , IsChildOrder: No
2018-12-24 18:43:36 , OrderId: 74-294906 , CUSIP: 9128285R7 , Side: Ask , Price: 99.9023 , VisibleQuantity: 1000000 , HiddenQuantity: 1000000 , ParentOrderId: 74-2 , IsChildOrder: No
2018-12-24 18:43:36 , OrderId: 75-769055 , CUSIP: 9128285P1 , Side: Bid , Price: 100.754 , VisibleQuantity: 1000000 , HiddenQuantity: 1000000 , ParentOrderId: 75-7 , IsChildOrder: No
2018-12-24 18:43:36 , OrderId: 76-7743380 , CUSIP: 9128285N6 , Side: Ask , Price: 99.7383 , VisibleQuantity: 1000000 , HiddenQuantity: 1000000 , ParentOrderId: 76-7 , IsChildOrder: No
2018-12-24 18:43:36 , OrderId: 77-7911704 , CUSIP: 9128285M8 , Side: Bid , Price: 99.0742 , VisibleQuantity: 1000000 , HiddenQuantity: 1000000 , ParentOrderId: 77-7 , IsChildOrder: No
2018-12-24 18:43:36 , OrderId: 78-0616440 , CUSIP: 912810SE9 , Side: Ask , Price: 100.82 , VisibleQuantity: 1000000 , HiddenQuantity: 1000000 , ParentOrderId: 78-0 , IsChildOrder: No
2018-12-24 18:43:36 , OrderId: 79-9975865 , CUSIP: 9128285Q9 , Side: Bid , Price: 100.805 , VisibleQuantity: 1000000 , HiddenQuantity: 1000000 , ParentOrderId: 79-9 , IsChildOrder: No
2018-12-24 18:43:36 , OrderId: 80-0907887 , CUSIP: 9128285R7 , Side: Ask , Price: 100.188 , VisibleQuantity: 1000000 , HiddenQuantity: 1000000 , ParentOrderId: 80-0 , IsChildOrder: No
2018-12-24 18:43:36 , OrderId: 81-3829510 , CUSIP: 9128285P1 , Side: Bid , Price: 100.914 , VisibleQuantity: 1000000 , HiddenQuantity: 1000000 , ParentOrderId: 81-3 , IsChildOrder: No
2018-12-24 18:43:36 , OrderId: 82-0292375 , CUSIP: 9128285N6 , Side: Ask , Price: 100.82 , VisibleQuantity: 1000000 , HiddenQuantity: 1000000 , ParentOrderId: 82-0 , IsChildOrder: No
2018-12-24 18:43:36 , OrderId: 83-6929352 , CUSIP: 9128285M8 , Side: Bid , Price: 99.3516 , VisibleQuantity: 1000000 , HiddenQuantity: 1000000 , ParentOrderId: 83-6 , IsChildOrder: No
2018-12-24 18:43:36 , OrderId: 84-476198 , CUSIP: 912810SE9 , Side: Ask , Price: 100.52 , VisibleQuantity: 1000000 , HiddenQuantity: 1000000 , ParentOrderId: 84-4 , IsChildOrder: No
2018-12-24 18:43:36 , OrderId: 85-5694078 , CUSIP: 9128285Q9 , Side: Bid , Price: 100.453 , VisibleQuantity: 1000000 , HiddenQuantity: 1000000 , ParentOrderId: 85-5 , IsChildOrder: No
2018-12-24 18:43:36 , OrderId: 86-0788002 , CUSIP: 9128285R7 , Side: Ask , Price: 99.0977 , VisibleQuantity: 1000000 , HiddenQuantity: 1000000 , ParentOrderId: 86-0 , IsChildOrder: No
2018-12-24 18:43:36 , OrderId: 87-8322588 , CUSIP: 9128285P1 , Side: Bid , Price: 100.266 , VisibleQuantity: 1000000 , HiddenQuantity: 1000000 , ParentOrderId: 87-8 , IsChildOrder: No
2018-12-24 18:43:36 , OrderId: 88-4594583 , CUSIP: 9128285N6 , Side: Ask , Price: 100.492 , VisibleQuantity: 1000000 , HiddenQuantity: 1000000 , ParentOrderId: 88-4 , IsChildOrder: No
2018-12-24 18:43:36 , OrderId: 89-0182809 , CUSIP: 9128285M8 , Side: Bid , Price: 99.7188 , VisibleQuantity: 1000000 , HiddenQuantity: 1000000 , ParentOrderId: 89-0 , IsChildOrder: No
2018-12-24 18:43:36 , OrderId: 90-3629077 , CUSIP: 912810SE9 , Side: Ask , Price: 99.8281 , VisibleQuantity: 1000000 , HiddenQuantity: 1000000 , ParentOrderId: 90-3 , IsChildOrder: No
2018-12-24 18:43:36 , OrderId: 91-846568 , CUSIP: 9128285Q9 , Side: Bid , Price: 100.082 , VisibleQuantity: 1000000 , HiddenQuantity: 1000000 , ParentOrderId: 91-8 , IsChildOrder: No
2018-12-24 18:43:36 , OrderId: 92-7719897 , CUSIP: 9128285R7 , Side: Ask , Price: 99.418 , VisibleQuantity: 1000000 , HiddenQuantity: 1000000 , ParentOrderId: 92-7 , IsChildOrder: No
2018-12-24 18:43:36 , OrderId: 93-1666715 , CUSIP: 9128285P1 , Side: Bid , Price: 100.523 , VisibleQuantity: 1000000 , HiddenQuantity: 1000000 , ParentOrderId: 93-1 , IsChildOrder: No
2018-12-24 18:43:36 , OrderId: 94-3154223 , CUSIP: 9128285N6 , Side: Ask , Price: 100.246 , VisibleQuantity: 1000000 , HiddenQuantity: 1000000 , ParentOrderId: 94-3 , IsChildOrder: No
2018-12-24 18:43:36 , OrderId: 95-251482 , CUSIP: 9128285M8 , Side: Bid , Price: 100.051 , VisibleQuantity: 1000000 , HiddenQuantity: 1000000 , ParentOrderId: 95-2 , IsChildOrder: No
2018-12-24 18:43:36 , OrderId: 96-6534465 , CUSIP: 912810SE9 , Side: Ask , Price: 99.0312 , VisibleQuantity: 1000000 , HiddenQuantity: 1000000 , ParentOrderId: 96-6 , IsChildOrder: No
2018-12-24 18:43:36 , OrderId: 97-9594911 , CUSIP: 9128285Q9 , Side: Bid , Price: 99.2227 , VisibleQuantity: 1000000 , HiddenQuantity: 1000000 , ParentOrderId: 97-9 , IsChildOrder: No
2018-12-24 18:43:36 , OrderId: 98-574425 , CUSIP: 9128285R7 , Side: Ask , Price: 100.312 , VisibleQuantity: 1000000 , HiddenQuantity: 1000000 , ParentOrderId: 98-5 , IsChildOrder: No
2018-12-24 18:43:36 , OrderId: 99-1348703 , CUSIP: 9128285P1 , Side: Bid , Price: 99.5195 , VisibleQuantity: 1000000 , HiddenQuantity: 1000000 , ParentOrderId: 99-1 , IsChildOrder: No
2018-12-24 18:43:36 , OrderId: 100-2183306 , CUSIP: 9128285N6 , Side: Ask , Price: 100.809 , VisibleQuantity: 1000000 , HiddenQuantity: 1000000 , ParentOrderId: 100-2 , IsChildOrder: No
2018-12-24 18:43:36 , OrderId: 101-6107100 , CUSIP: 9128285M8 , Side: Bid , Price: 100.492 , VisibleQuantity: 1000000 , HiddenQuantity: 1000000 , ParentOrderId: 101-6 , IsChildOrder: No
2018-12-24 18:43:36 , OrderId: 102-5643875 , CUSIP: 912810SE9 , Side: Ask , Price: 100.773 , VisibleQuantity: 1000000 , HiddenQuantity: 1000000 , ParentOrderId: 102-5 , IsChildOrder: No
2018-12-24 18:43:36 , OrderId: 103-2563042 , CUSIP: 9128285Q9 , Side: Bid , Price: 99.6641 , VisibleQuantity: 1000000 , HiddenQuantity: 1000000 , ParentOrderId: 103-2 , IsChildOrder: No
2018-12-24 18:43:36 , OrderId: 104-9170996 , CUSIP: 9128285R7 , Side: Ask , Price: 100.039 , VisibleQuantity: 1000000 , HiddenQuantity: 1000000 , ParentOrderId: 104-9 , IsChildOrder: No
2018-12-24 18:43:36 , OrderId: 105-0264847 , CUSIP: 9128285P1 , Side: Bid , Price: 100.219 , VisibleQuantity: 1000000 , HiddenQuantity: 1000000 , ParentOrderId: 105-0 , IsChildOrder: No
2018-12-24 18:43:36 , OrderId: 106-3308351 , CUSIP: 9128285N6 , Side: Ask , Price: 100.441 , VisibleQuantity: 1000000 , HiddenQuantity: 1000000 , ParentOrderId: 106-3 , IsChildOrder: No
2018-12-24 18:43:36 , OrderId: 107-1368035 , CUSIP: 9128285M8 , Side: Bid , Price: 99.8242 , VisibleQuantity: 1000000 , HiddenQuantity: 1000000 , ParentOrderId: 107-1 , IsChildOrder: No
2018-12-24 18:43:36 , OrderId: 108-5455781 , CUSIP: 912810SE9 , Side: Ask , Price: 100.871 , VisibleQuantity: 1000000 , HiddenQuantity: 1000000 , ParentOrderId: 108-5 , IsChildOrder: No
2018-12-24 18:43:36 , OrderId: 109-6718433 , CUSIP: 9128285Q9 , Side: Bid , Price: 100.309 , VisibleQuantity: 1000000 , HiddenQuantity: 1000000 , ParentOrderId: 109-6 , IsChildOrder: No
2018-12-24 18:43:36 , OrderId: 110-8921435 , CUSIP: 9128285R7 , Side: Ask , Price: 99.4141 , VisibleQuantity: 1000000 , HiddenQuantity: 1000000 , ParentOrderId: 110-8 , IsChildOrder: No
2018-12-24 18:43:36 , OrderId: 111-3962495 , CUSIP: 9128285P1 , Side: Bid , Price: 99.6797 , VisibleQuantity: 1000000 , HiddenQuantity: 1000000 , ParentOrderId: 111-3 , IsChildOrder: No
2018-12-24 18:43:36 , OrderId: 112-5128095 , CUSIP: 9128285N6 , Side: Ask , Price: 99.418 , VisibleQuantity: 1000000 , HiddenQuantity: 1000000 , ParentOrderId: 112-5 , IsChildOrder: No
2018-12-24 18:43:36 , OrderId: 113-6229336 , CUSIP: 9128285M8 , Side: Bid , Price: 100.844 , VisibleQuantity: 1000000 , HiddenQuantity: 1000000 , ParentOrderId: 113-6 , IsChildOrder: No
2018-12-24 18:43:36 , OrderId: 114-9495983 , CUSIP: 912810SE9 , Side: Ask , Price: 99.4883 , VisibleQuantity: 1000000 , HiddenQuantity: 1000000 , ParentOrderId: 114-9 , IsChildOrder: No
2018-12-24 18:43:36 , OrderId: 115-0136560 , CUSIP: 9128285Q9 , Side: Bid , Price: 99.3867 , VisibleQuantity: 1000000 , HiddenQuantity: 1000000 , ParentOrderId: 115-0 , IsChildOrder: No
2018-12-24 18:43:36 , OrderId: 116-8566202 , CUSIP: 9128285R7 , Side: Ask , Price: 100.723 , VisibleQuantity: 1000000 , HiddenQuantity: 1000000 , ParentOrderId: 116-8 , IsChildOrder: No
2018-12-24 18:43:36 , OrderId: 117-6135751 , CUSIP: 9128285P1 , Side: Bid , Price: 100.438 , VisibleQuantity: 1000000 , HiddenQuantity: 1000000 , ParentOrderId: 117-6 , IsChildOrder: No
2018-12-24 18:43:36 , OrderId: 118-5595493 , CUSIP: 9128285N6 , Side: Ask , Price: 99.5312 , VisibleQuantity: 1000000 , HiddenQuantity: 1000000 , ParentOrderId: 118-5 , IsChildOrder: No
2018-12-24 18:43:36 , OrderId: 119-612594 , CUSIP: 9128285M8 , Side: Bid , Price: 100.703 , VisibleQuantity: 1000000 , HiddenQuantity: 1000000 , ParentOrderId: 119-6 , IsChildOrder: No
2018-12-24 18:43:36 , OrderId: 120-5994241 , CUSIP: 912810SE9 , Side: Ask , Price: 99.9531 , VisibleQuantity: 1000000 , HiddenQuantity: 1000000 , ParentOrderId: 120-5 , IsChildOrder: No
2018-12-24 18:43:36 , OrderId: 121-1936403 , CUSIP: 9128285Q9 , Side: Bid , Price: 99.2656 , VisibleQuantity: 1000000 , HiddenQuantity: 1000000 , ParentOrderId: 121-1 , IsChildOrder: No
2018-12-24 18:43:36 , OrderId: 122-3544705 , CUSIP: 9128285R7 , Side: Ask , Price: 100.262 , VisibleQuantity: 1000000 , HiddenQuantity: 1000000 , ParentOrderId: 122-3 , IsChildOrder: No
2018-12-24 18:43:36 , OrderId: 123-2464120 , CUSIP: 9128285P1 , Side: Bid , Price: 99.4844 , VisibleQuantity: 1000000 , HiddenQuantity: 1000000 , ParentOrderId: 123-2 , IsChildOrder: No
2018-12-24 18:43:36 , OrderId: 124-5445989 , CUSIP: 9128285N6 , Side: Ask , Price: 100.836 , VisibleQuantity: 1000000 , HiddenQuantity: 1000000 , ParentOrderId: 124-5 , IsChildOrder: No
