2018-12-24 18:43:06 , CUSIP: 9128285Q9 , Bid: 100.896 , BidVisibleQuantity: 1000000 , BidHiddenQuantity: 2000000 , Ask: 100.908 , AskVisibleQuantity: 1000000 , AskHiddenQuantity: 2000000
2018-12-24 18:43:09 , CUSIP: 912810SE9 , Bid: 100.434 , BidVisibleQuantity: 1000000 , BidHiddenQuantity: 2000000 , Ask: 100.449 , AskVisibleQuantity: 1000000 , AskHiddenQuantity: 2000000
2018-12-24 18:43:09 , CUSIP: 9128285Q9 , Bid: 99.2695 , BidVisibleQuantity: 2000000 , BidHiddenQuantity: 4000000 , Ask: 99.2773 , AskVisibleQuantity: 2000000 , AskHiddenQuantity: 4000000
2018-12-24 18:43:10 , CUSIP: 9128285R7 , Bid: 99.7344 , BidVisibleQuantity: 1000000 , BidHiddenQuantity: 2000000 , Ask: 99.7422 , AskVisibleQuantity: 1000000 , AskHiddenQuantity: 2000000
2018-12-24 18:43:10 , CUSIP: 9128285P1 , Bid: 99.4473 , BidVisibleQuantity: 2000000 , BidHiddenQuantity: 4000000 , Ask: 99.459 , AskVisibleQuantity: 2000000 , AskHiddenQuantity: 4000000
2018-12-24 18:43:10 , CUSIP: 9128285N6 , Bid: 99.957 , BidVisibleQuantity: 1000000 , BidHiddenQuantity: 2000000 , Ask: 99.9727 , AskVisibleQuantity: 1000000 , AskHiddenQuantity: 2000000
2018-12-24 18:43:11 , CUSIP: 9128285M8 , Bid: 100.057 , BidVisibleQuantity: 1000000 , BidHiddenQuantity: 2000000 , Ask: 100.068 , AskVisibleQuantity: 1000000 , AskHiddenQuantity: 2000000
2018-12-24 18:43:11 , CUSIP: 912810SE9 , Bid: 99.8945 , BidVisibleQuantity: 1000000 , BidHiddenQuantity: 2000000 , Ask: 99.9023 , AskVisibleQuantity: 1000000 , AskHiddenQuantity: 2000000
2018-12-24 18:43:11 , CUSIP: 9128285Q9 , Bid: 99.5371 , BidVisibleQuantity: 2000000 , BidHiddenQuantity: 4000000 , Ask: 99.5488 , AskVisibleQuantity: 2000000 , AskHiddenQuantity: 4000000
2018-12-24 18:43:12 , CUSIP: 9128285R7 , Bid: 100.789 , BidVisibleQuantity: 1000000 , BidHiddenQuantity: 2000000 , Ask: 100.797 , AskVisibleQuantity: 1000000 , AskHiddenQuantity: 2000000
2018-12-24 18:43:12 , CUSIP: 9128285P1 , Bid: 100.074 , BidVisibleQuantity: 2000000 , BidHiddenQuantity: 4000000 , Ask: 100.09 , AskVisibleQuantity: 2000000 , AskHiddenQuantity: 4000000
2018-12-24 18:43:12 , CUSIP: 9128285N6 , Bid: 100.805 , BidVisibleQuantity: 1000000 , BidHiddenQuantity: 2000000 , Ask: 100.812 , AskVisibleQuantity: 1000000 , AskHiddenQuantity: 2000000
2018-12-24 18:43:12 , CUSIP: 9128285M8 , Bid: 99.5977 , BidVisibleQuantity: 2000000 , BidHiddenQuantity: 4000000 , Ask: 99.6133 , AskVisibleQuantity: 2000000 , AskHiddenQuantity: 4000000
2018-12-24 18:43:13 , CUSIP: 912810SE9 , Bid: 99.6113 , BidVisibleQuantity: 1000000 , BidHiddenQuantity: 2000000 , Ask: 99.623 , AskVisibleQuantity: 1000000 , AskHiddenQuantity: 2000000
2018-12-24 18:43:13 , CUSIP: 9128285Q9 , Bid: 99.2051 , BidVisibleQuantity: 2000000 , BidHiddenQuantity: 4000000 , Ask: 99.2168 , AskVisibleQuantity: 2000000 , AskHiddenQuantity: 4000000
2018-12-24 18:43:13 , CUSIP: 9128285R7 , Bid: 100.207 , BidVisibleQuantity: 2000000 , BidHiddenQuantity: 4000000 , Ask: 100.223 , AskVisibleQuantity: 2000000 , AskHiddenQuantity: 4000000
2018-12-24 18:43:14 , CUSIP: 9128285P1 , Bid: 99.4551 , BidVisibleQuantity: 1000000 , BidHiddenQuantity: 2000000 , Ask: 99.4668 , AskVisibleQuantity: 1000000 , AskHiddenQuantity: 2000000
2018-12-24 18:43:14 , CUSIP: 9128285N6 , Bid: 100.625 , BidVisibleQuantity: 2000000 , BidHiddenQuantity: 4000000 , Ask: 100.641 , AskVisibleQuantity: 2000000 , AskHiddenQuantity: 4000000
2018-12-24 18:43:14 , CUSIP: 9128285M8 , Bid: 99.3203 , BidVisibleQuantity: 1000000 , BidHiddenQuantity: 2000000 , Ask: 99.3359 , AskVisibleQuantity: 1000000 , AskHiddenQuantity: 2000000
2018-12-24 18:43:15 , CUSIP: 912810SE9 , Bid: 99.1113 , BidVisibleQuantity: 1000000 , BidHiddenQuantity: 2000000 , Ask: 99.123 , AskVisibleQuantity: 1000000 , AskHiddenQuantity: 2000000
2018-12-24 18:43:15 , CUSIP: 9128285Q9 , Bid: 99.0801 , BidVisibleQuantity: 1000000 , BidHiddenQuantity: 2000000 , Ask: 99.0918 , AskVisibleQuantity: 1000000 , AskHiddenQuantity: 2000000
2018-12-24 18:43:15 , CUSIP: 9128285R7 , Bid: 100.082 , BidVisibleQuantity: 1000000 , BidHiddenQuantity: 2000000 , Ask: 100.098 , AskVisibleQuantity: 1000000 , AskHiddenQuantity: 2000000
2018-12-24 18:43:15 , CUSIP: 9128285P1 , Bid: 99.9746 , BidVisibleQuantity: 1000000 , BidHiddenQuantity: 2000000 , Ask: 99.9863 , AskVisibleQuantity: 1000000 , AskHiddenQuantity: 2000000
2018-12-24 18:43:16 , CUSIP: 9128285N6 , Bid: 100.156 , BidVisibleQuantity: 1000000 , BidHiddenQuantity: 2000000 , Ask: 100.164 , AskVisibleQuantity: 1000000 , AskHiddenQuantity: 2000000
2018-12-24 18:43:16 , CUSIP: 9128285M8 , Bid: 99.8848 , BidVisibleQuantity: 1000000 , BidHiddenQuantity: 2000000 , Ask: 99.8965 , AskVisibleQuantity: 1000000 , AskHiddenQuantity: 2000000
2018-12-24 18:43:16 , CUSIP: 912810SE9 , Bid: 100.041 , BidVisibleQuantity: 1000000 , BidHiddenQuantity: 2000000 , Ask: 100.053 , AskVisibleQuantity: 1000000 , AskHiddenQuantity: 2000000
2018-12-24 18:43:17 , CUSIP: 9128285Q9 , Bid: 100.615 , BidVisibleQuantity: 2000000 , BidHiddenQuantity: 4000000 , Ask: 100.627 , AskVisibleQuantity: 2000000 , AskHiddenQuantity: 4000000
2018-12-24 18:43:17 , CUSIP: 9128285R7 , Bid: 99.0527 , BidVisibleQuantity: 2000000 , BidHiddenQuantity: 4000000 , Ask: 99.0645 , AskVisibleQuantity: 2000000 , AskHiddenQuantity: 4000000
2018-12-24 18:43:17 , CUSIP: 9128285P1 , Bid: 99.9062 , BidVisibleQuantity: 2000000 , BidHiddenQuantity: 4000000 , Ask: 99.9141 , AskVisibleQuantity: 2000000 , AskHiddenQuantity: 4000000
2018-12-24 18:43:18 , CUSIP: 9128285N6 , Bid: 100.77 , BidVisibleQuantity: 2000000 , BidHiddenQuantity: 4000000 , Ask: 100.785 , AskVisibleQuantity: 2000000 , AskHiddenQuantity: 4000000
2018-12-24 18:43:18 , CUSIP: 9128285M8 , Bid: 100.107 , BidVisibleQuantity: 2000000 , BidHiddenQuantity: 4000000 , Ask: 100.119 , AskVisibleQuantity: 2000000 , AskHiddenQuantity: 4000000
2018-12-24 18:43:18 , CUSIP: 912810SE9 , Bid: 100.904 , BidVisibleQuantity: 1000000 , BidHiddenQuantity: 2000000 , Ask: 100.916 , AskVisibleQuantity: 1000000 , AskHiddenQuantity: 2000000
2018-12-24 18:43:18 , CUSIP: 9128285Q9 , Bid: 100.113 , BidVisibleQuantity: 2000000 , BidHiddenQuantity: 4000000 , Ask: 100.129 , AskVisibleQuantity: 2000000 , AskHiddenQuantity: 4000000
2018-12-24 18:43:19 , CUSIP: 9128285R7 , Bid: 99.0508 , BidVisibleQuantity: 1000000 , BidHiddenQuantity: 2000000 , Ask: 99.0664 , AskVisibleQuantity: 1000000 , AskHiddenQuantity: 2000000
2018-12-24 18:43:19 , CUSIP: 9128285P1 , Bid: 100.016 , BidVisibleQuantity: 2000000 , BidHiddenQuantity: 4000000 , Ask: 100.023 , AskVisibleQuantity: 2000000 , AskHiddenQuantity: 4000000
2018-12-24 18:43:19 , CUSIP: 9128285N6 , Bid: 100.703 , BidVisibleQuantity: 2000000 , BidHiddenQuantity: 4000000 , Ask: 100.719 , AskVisibleQuantity: 2000000 , AskHiddenQuantity: 4000000
2018-12-24 18:43:20 , CUSIP: 9128285M8 , Bid: 99.4824 , BidVisibleQuantity: 2000000 , BidHiddenQuantity: 4000000 , Ask: 99.4941 , AskVisibleQuantity: 2000000 , AskHiddenQuantity: 4000000
2018-12-24 18:43:20 , CUSIP: 912810SE9 , Bid: 100.68 , BidVisibleQuantity: 1000000 , BidHiddenQuantity: 2000000 , Ask: 100.695 , AskVisibleQuantity: 1000000 , AskHiddenQuantity: 2000000
2018-12-24 18:43:20 , CUSIP: 9128285Q9 , Bid: 99.0586 , BidVisibleQuantity: 2000000 , BidHiddenQuantity: 4000000 , Ask: 99.0664 , AskVisibleQuantity: 2000000 , AskHiddenQuantity: 4000000
2018-12-24 18:43:21 , CUSIP: 9128285R7 , Bid: 99.6133 , BidVisibleQuantity: 2000000 , BidHiddenQuantity: 4000000 , Ask: 99.6211 , AskVisibleQuantity: 2000000 , AskHiddenQuantity: 4000000
2018-12-24 18:43:21 , CUSIP: 9128285P1 , Bid: 100.836 , BidVisibleQuantity: 1000000 , BidHiddenQuantity: 2000000 , Ask: 100.844 , AskVisibleQuantity: 1000000 , AskHiddenQuantity: 2000000
2018-12-24 18:43:21 , CUSIP: 9128285N6 , Bid: 99.2695 , BidVisibleQuantity: 1000000 , BidHiddenQuantity: 2000000 , Ask: 99.2852 , AskVisibleQuantity: 1000000 , AskHiddenQuantity: 2000000
2018-12-24 18:43:21 , CUSIP: 9128285M8 , Bid: 100.465 , BidVisibleQuantity: 2000000 , BidHiddenQuantity: 4000000 , Ask: 100.48 , AskVisibleQuantity: 2000000 , AskHiddenQuantity: 4000000
2018-12-24 18:43:22 , CUSIP: 912810SE9 , Bid: 100.43 , BidVisibleQuantity: 2000000 , BidHiddenQuantity: 4000000 , Ask: 100.438 , AskVisibleQuantity: 2000000 , AskHiddenQuantity: 4000000
2018-12-24 18:43:22 , CUSIP: 9128285Q9 , Bid: 100.73 , BidVisibleQuantity: 1000000 , BidHiddenQuantity: 2000000 , Ask: 100.738 , AskVisibleQuantity: 1000000 , AskHiddenQuantity: 2000000
2018-12-24 18:43:22 , CUSIP: 9128285R7 , Bid: 99.9258 , BidVisibleQuantity: 1000000 , BidHiddenQuantity: 2000000 , Ask: 99.9414 , AskVisibleQuantity: 1000000 , AskHiddenQuantity: 2000000
2018-12-24 18:43:23 , CUSIP: 9128285P1 , Bid: 99.3672 , BidVisibleQuantity: 1000000 , BidHiddenQuantity: 2000000 , Ask: 99.375 , AskVisibleQuantity: 1000000 , AskHiddenQuantity: 2000000
2018-12-24 18:43:23 , CUSIP: 9128285N6 , Bid: 100.105 , BidVisibleQuantity: 2000000 , BidHiddenQuantity: 4000000 , Ask: 100.121 , AskVisibleQuantity: 2000000 , AskHiddenQuantity: 4000000
2018-12-24 18:43:23 , CUSIP: 9128285M8 , Bid: 99.9004 , BidVisibleQuantity: 1000000 , BidHiddenQuantity: 2000000 , Ask: 99.9121 , AskVisibleQuantity: 1000000 , AskHiddenQuantity: 2000000
2018-12-24 18:43:24 , CUSIP: 912810SE9 , Bid: 100.195 , BidVisibleQuantity: 2000000 , BidHiddenQuantity: 4000000 , Ask: 100.211 , AskVisibleQuantity: 2000000 , AskHiddenQuantity: 4000000
2018-12-24 18:43:24 , CUSIP: 9128285Q9 , Bid: 100.518 , BidVisibleQuantity: 2000000 , BidHiddenQuantity: 4000000 , Ask: 100.529 , AskVisibleQuantity: 2000000 , AskHiddenQuantity: 4000000
2018-12-24 18:43:24 , CUSIP: 9128285R7 , Bid: 100.143 , BidVisibleQuantity: 2000000 , BidHiddenQuantity: 4000000 , Ask: 100.154 , AskVisibleQuantity: 2000000 , AskHiddenQuantity: 4000000
2018-12-24 18:43:24 , CUSIP: 9128285P1 , Bid: 99.7969 , BidVisibleQuantity: 2000000 , BidHiddenQuantity: 4000000 , Ask: 99.8047 , AskVisibleQuantity: 2000000 , AskHiddenQuantity: 4000000
2018-12-24 18:43:25 , CUSIP: 9128285N6 , Bid: 99.3184 , BidVisibleQuantity: 2000000 , BidHiddenQuantity: 4000000 , Ask: 99.3301 , AskVisibleQuantity: 2000000 , AskHiddenQuantity: 4000000
2018-12-24 18:43:25 , CUSIP: 9128285M8 , Bid: 100.699 , BidVisibleQuantity: 2000000 , BidHiddenQuantity: 4000000 , Ask: 100.707 , AskVisibleQuantity: 2000000 , AskHiddenQuantity: 4000000
2018-12-24 18:43:25 , CUSIP: 912810SE9 , Bid: 100.838 , BidVisibleQuantity: 1000000 , BidHiddenQuantity: 2000000 , Ask: 100.85 , AskVisibleQuantity: 1000000 , AskHiddenQuantity: 2000000
2018-12-24 18:43:26 , CUSIP: 9128285Q9 , Bid: 100.369 , BidVisibleQuantity: 1000000 , BidHiddenQuantity: 2000000 , Ask: 100.381 , AskVisibleQuantity: 1000000 , AskHiddenQuantity: 2000000
2018-12-24 18:43:26 , CUSIP: 9128285R7 , Bid: 99.2578 , BidVisibleQuantity: 2000000 , BidHiddenQuantity: 4000000 , Ask: 99.2656 , AskVisibleQuantity: 2000000 , AskHiddenQuantity: 4000000
2018-12-24 18:43:26 , CUSIP: 9128285P1 , Bid: 100.342 , BidVisibleQuantity: 1000000 , BidHiddenQuantity: 2000000 , Ask: 100.354 , AskVisibleQuantity: 1000000 , AskHiddenQuantity: 2000000
2018-12-24 18:43:27 , CUSIP: 9128285N6 , Bid: 99.7773 , BidVisibleQuantity: 1000000 , BidHiddenQuantity: 2000000 , Ask: 99.793 , AskVisibleQuantity: 1000000 , AskHiddenQuantity: 2000000
2018-12-24 18:43:27 , CUSIP: 9128285M8 , Bid: 99.3086 , BidVisibleQuantity: 1000000 , BidHiddenQuantity: 2000000 , Ask: 99.3164 , AskVisibleQuantity: 1000000 , AskHiddenQuantity: 2000000
2018-12-24 18:43:27 , CUSIP: 912810SE9 , Bid: 100.199 , BidVisibleQuantity: 2000000 , BidHiddenQuantity: 4000000 , Ask: 100.207 , AskVisibleQuantity: 2000000 , AskHiddenQuantity: 4000000
2018-12-24 18:43:27 , CUSIP: 9128285Q9 , Bid: 99.2891 , BidVisibleQuantity: 2000000 , BidHiddenQuantity: 4000000 , Ask: 99.3047 , AskVisibleQuantity: 2000000 , AskHiddenQuantity: 4000000
2018-12-24 18:43:28 , CUSIP: 9128285R7 , Bid: 100.83 , BidVisibleQuantity: 2000000 , BidHiddenQuantity: 4000000 , Ask: 100.842 , AskVisibleQuantity: 2000000 , AskHiddenQuantity: 4000000
2018-12-24 18:43:28 , CUSIP: 9128285P1 , Bid: 100.654 , BidVisibleQuantity: 2000000 , BidHiddenQuantity: 4000000 , Ask: 100.666 , AskVisibleQuantity: 2000000 , AskHiddenQuantity: 4000000
2018-12-24 18:43:28 , CUSIP: 9128285N6 , Bid: 100.174 , BidVisibleQuantity: 1000000 , BidHiddenQuantity: 2000000 , Ask: 100.186 , AskVisibleQuantity: 1000000 , AskHiddenQuantity: 2000000
2018-12-24 18:43:29 , CUSIP: 9128285M8 , Bid: 99.9922 , BidVisibleQuantity: 1000000 , BidHiddenQuantity: 2000000 , Ask: 100 , AskVisibleQuantity: 1000000 , AskHiddenQuantity: 2000000
2018-12-24 18:43:29 , CUSIP: 912810SE9 , Bid: 99.5547 , BidVisibleQuantity: 1000000 , BidHiddenQuantity: 2000000 , Ask: 99.5703 , AskVisibleQuantity: 1000000 , AskHiddenQuantity: 2000000
2018-12-24 18:43:29 , CUSIP: 9128285Q9 , Bid: 100.004 , BidVisibleQuantity: 2000000 , BidHiddenQuantity: 4000000 , Ask: 100.02 , AskVisibleQuantity: 2000000 , AskHiddenQuantity: 4000000
2018-12-24 18:43:30 , CUSIP: 9128285R7 , Bid: 100.734 , BidVisibleQuantity: 1000000 , BidHiddenQuantity: 2000000 , Ask: 100.742 , AskVisibleQuantity: 1000000 , AskHiddenQuantity: 2000000
2018-12-24 18:43:30 , CUSIP: 9128285P1 , Bid: 99.4727 , BidVisibleQuantity: 1000000 , BidHiddenQuantity: 2000000 , Ask: 99.4883 , AskVisibleQuantity: 1000000 , AskHiddenQuantity: 2000000
2018-12-24 18:43:30 , CUSIP: 9128285N6 , Bid: 100.02 , BidVisibleQuantity: 2000000 , BidHiddenQuantity: 4000000 , Ask: 100.035 , AskVisibleQuantity: 2000000 , AskHiddenQuantity: 4000000
2018-12-24 18:43:30 , CUSIP: 9128285M8 , Bid: 100.705 , BidVisibleQuantity: 1000000 , BidHiddenQuantity: 2000000 , Ask: 100.717 , AskVisibleQuantity: 1000000 , AskHiddenQuantity: 2000000
2018-12-24 18:43:31 , CUSIP: 912810SE9 , Bid: 100.867 , BidVisibleQuantity: 2000000 , BidHiddenQuantity: 4000000 , Ask: 100.883 , AskVisibleQuantity: 2000000 , AskHiddenQuantity: 4000000
2018-12-24 18:43:31 , CUSIP: 9128285Q9 , Bid: 99.1738 , BidVisibleQuantity: 1000000 , BidHiddenQuantity: 2000000 , Ask: 99.1855 , AskVisibleQuantity: 1000000 , AskHiddenQuantity: 2000000
2018-12-24 18:43:31 , CUSIP: 9128285R7 , Bid: 99.8008 , BidVisibleQuantity: 2000000 , BidHiddenQuantity: 4000000 , Ask: 99.8086 , AskVisibleQuantity: 2000000 , AskHiddenQuantity: 4000000
2018-12-24 18:43:32 , CUSIP: 9128285P1 , Bid: 99.6328 , BidVisibleQuantity: 2000000 , BidHiddenQuantity: 4000000 , Ask: 99.6406 , AskVisibleQuantity: 2000000 , AskHiddenQuantity: 4000000
2018-12-24 18:43:32 , CUSIP: 9128285N6 , Bid: 99.127 , BidVisibleQuantity: 1000000 , BidHiddenQuantity: 2000000 , Ask: 99.1387 , AskVisibleQuantity: 1000000 , AskHiddenQuantity: 2000000
2018-12-24 18:43:32 , CUSIP: 9128285M8 , Bid: 100.715 , BidVisibleQuantity: 1000000 , BidHiddenQuantity: 2000000 , Ask: 100.723 , AskVisibleQuantity: 1000000 , AskHiddenQuantity: 2000000
2018-12-24 18:43:33 , CUSIP: 912810SE9 , Bid: 100.922 , BidVisibleQuantity: 1000000 , BidHiddenQuantity: 2000000 , Ask: 100.93 , AskVisibleQuantity: 1000000 , AskHiddenQuantity: 2000000
2018-12-24 18:43:33 , CUSIP: 9128285Q9 , Bid: 100.146 , BidVisibleQuantity: 2000000 , BidHiddenQuantity: 4000000 , Ask: 100.158 , AskVisibleQuantity: 2000000 , AskHiddenQuantity: 4000000
2018-12-24 18:43:33 , CUSIP: 9128285R7 , Bid: 99.4727 , BidVisibleQuantity: 1000000 , BidHiddenQuantity: 2000000 , Ask: 99.4805 , AskVisibleQuantity: 1000000 , AskHiddenQuantity: 2000000
2018-12-24 18:43:33 , CUSIP: 9128285P1 , Bid: 99.1797 , BidVisibleQuantity: 2000000 , BidHiddenQuantity: 4000000 , Ask: 99.1875 , AskVisibleQuantity: 2000000 , AskHiddenQuantity: 4000000
2018-12-24 18:43:34 , CUSIP: 9128285N6 , Bid: 99.1738 , BidVisibleQuantity: 1000000 , BidHiddenQuantity: 2000000 , Ask: 99.1855 , AskVisibleQuantity: 1000000 , AskHiddenQuantity: 2000000
2018-12-24 18:43:34 , CUSIP: 9128285M8 , Bid: 100.803 , BidVisibleQuantity: 1000000 , BidHiddenQuantity: 2000000 , Ask: 100.814 , AskVisibleQuantity: 1000000 , AskHiddenQuantity: 2000000
2018-12-24 18:43:34 , CUSIP: 912810SE9 , Bid: 100.805 , BidVisibleQuantity: 1000000 , BidHiddenQuantity: 2000000 , Ask: 100.82 , AskVisibleQuantity: 1000000 , AskHiddenQuantity: 2000000
2018-12-24 18:43:35 , CUSIP: 9128285Q9 , Bid: 99.5625 , BidVisibleQuantity: 2000000 , BidHiddenQuantity: 4000000 , Ask: 99.5703 , AskVisibleQuantity: 2000000 , AskHiddenQuantity: 4000000
2018-12-24 18:43:35 , CUSIP: 9128285R7 , Bid: 100.691 , BidVisibleQuantity: 2000000 , BidHiddenQuantity: 4000000 , Ask: 100.707 , AskVisibleQuantity: 2000000 , AskHiddenQuantity: 4000000
2018-12-24 18:43:35 , CUSIP: 9128285P1 , Bid: 100.25 , BidVisibleQuantity: 2000000 , BidHiddenQuantity: 4000000 , Ask: 100.266 , AskVisibleQuantity: 2000000 , AskHiddenQuantity: 4000000
2018-12-24 18:43:36 , CUSIP: 9128285N6 , Bid: 99.2656 , BidVisibleQuantity: 2000000 , BidHiddenQuantity: 4000000 , Ask: 99.2734 , AskVisibleQuantity: 2000000 , AskHiddenQuantity: 4000000
2018-12-24 18:43:36 , CUSIP: 9128285M8 , Bid: 100.846 , BidVisibleQuantity: 2000000 , BidHiddenQuantity: 4000000 , Ask: 100.857 , AskVisibleQuantity: 2000000 , AskHiddenQuantity: 4000000
2018-12-24 18:43:36 , CUSIP: 912810SE9 , Bid: 99.2578 , BidVisibleQuantity: 2000000 , BidHiddenQuantity: 4000000 , Ask: 99.2734 , AskVisibleQuantity: 2000000 , AskHiddenQuantity: 4000000
2018-12-24 18:43:36 , CUSIP: 9128285Q9 , Bid: 100.332 , BidVisibleQuantity: 2000000 , BidHiddenQuantity: 4000000 , Ask: 100.34 , AskVisibleQuantity: 2000000 , AskHiddenQuantity: 4000000
2018-12-24 18:43:36 , CUSIP: 9128285R7 , Bid: 100.285 , BidVisibleQuantity: 2000000 , BidHiddenQuantity: 4000000 , Ask: 100.301 , AskVisibleQuantity: 2000000 , AskHiddenQuantity: 4000000
2018-12-24 18:43:36 , CUSIP: 9128285P1 , Bid: 100.279 , BidVisibleQuantity: 1000000 , BidHiddenQuantity: 2000000 , Ask: 100.291 , AskVisibleQuantity: 1000000 , AskHiddenQuantity: 2000000
2018-12-24 18:43:36 , CUSIP: 9128285N6 , Bid: 100.764 , BidVisibleQuantity: 1000000 , BidHiddenQuantity: 2000000 , Ask: 100.775 , AskVisibleQuantity: 1000000 , AskHiddenQuantity: 2000000
2018-12-24 18:43:36 , CUSIP: 9128285M8 , Bid: 100.535 , BidVisibleQuantity: 1000000 , BidHiddenQuantity: 2000000 , Ask: 100.551 , AskVisibleQuantity: 1000000 , AskHiddenQuantity: 2000000
2018-12-24 18:43:36 , CUSIP: 912810SE9 , Bid: 99.4727 , BidVisibleQuantity: 1000000 , BidHiddenQuantity: 2000000 , Ask: 99.4805 , AskVisibleQuantity: 1000000 , AskHiddenQuantity: 2000000
2018-12-24 18:43:36 , CUSIP: 9128285Q9 , Bid: 100.822 , BidVisibleQuantity: 2000000 , BidHiddenQuantity: 4000000 , Ask: 100.834 , AskVisibleQuantity: 2000000 , AskHiddenQuantity: 4000000
2018-12-24 18:43:36 , CUSIP: 9128285R7 , Bid: 100.758 , BidVisibleQuantity: 2000000 , BidHiddenQuantity: 4000000 , Ask: 100.766 , AskVisibleQuantity: 2000000 , AskHiddenQuantity: 4000000
2018-12-24 18:43:36 , CUSIP: 9128285P1 , Bid: 100.027 , BidVisibleQuantity: 1000000 , BidHiddenQuantity: 2000000 , Ask: 100.043 , AskVisibleQuantity: 1000000 , AskHiddenQuantity: 2000000
2018-12-24 18:43:36 , CUSIP: 9128285N6 , Bid: 99.4844 , BidVisibleQuantity: 2000000 , BidHiddenQuantity: 4000000 , Ask: 99.4922 , AskVisibleQuantity: 2000000 , AskHiddenQuantity: 4000000
2018-12-24 18:43:36 , CUSIP: 9128285M8 , Bid: 100.271 , BidVisibleQuantity: 2000000 , BidHiddenQuantity: 4000000 , Ask: 100.283 , AskVisibleQuantity: 2000000 , AskHiddenQuantity: 4000000
2018-12-24 18:43:36 , CUSIP: 912810SE9 , Bid: 99.2461 , BidVisibleQuantity: 1000000 , BidHiddenQuantity: 2000000 , Ask: 99.2539 , AskVisibleQuantity: 1000000 , AskHiddenQuantity: 2000000
2018-12-24 18:43:36 , CUSIP: 9128285Q9 , Bid: 100.189 , BidVisibleQuantity: 2000000 , BidHiddenQuantity: 4000000 , Ask: 100.201 , AskVisibleQuantity: 2000000 , AskHiddenQuantity: 4000000
2018-12-24 18:43:36 , CUSIP: 9128285R7 , Bid: 99.7812 , BidVisibleQuantity: 1000000 , BidHiddenQuantity: 2000000 , Ask: 99.7969 , AskVisibleQuantity: 1000000 , AskHiddenQuantity: 2000000
2018-12-24 18:43:36 , CUSIP: 9128285P1 , Bid: 100.104 , BidVisibleQuantity: 2000000 , BidHiddenQuantity: 4000000 , Ask: 100.115 , AskVisibleQuantity: 2000000 , AskHiddenQuantity: 4000000
2018-12-24 18:43:36 , CUSIP: 9128285N6 , Bid: 99.9531 , BidVisibleQuantity: 1000000 , BidHiddenQuantity: 2000000 , Ask: 99.9609 , AskVisibleQuantity: 1000000 , AskHiddenQuantity: 2000000
2018-12-24 18:43:36 , CUSIP: 9128285M8 , Bid: 100.547 , BidVisibleQuantity: 2000000 , BidHiddenQuantity: 4000000 , Ask: 100.555 , AskVisibleQuantity: 2000000 , AskHiddenQuantity: 4000000
