2018-12-24 18:43:36 , CUSIP: 9128285Q9 , AggregatePosition: -1000000 , TRSY0: 0 , TRSY1: -1000000 , TRSY2: 0
2018-12-24 18:43:36 , CUSIP: 9128285P1 , AggregatePosition: 2000000 , TRSY0: 0 , TRSY1: 2000000 , TRSY2: 5000000
2018-12-24 18:43:36 , CUSIP: 9128285N6 , AggregatePosition: 4000000 , TRSY0: 0 , TRSY1: 3000000 , TRSY2: 6000000
2018-12-24 18:43:36 , CUSIP: 9128285M8 , AggregatePosition: 6000000 , TRSY0: 0 , TRSY1: 5000000 , TRSY2: -1000000
2018-12-24 18:43:36 , CUSIP: 912810SE9 , AggregatePosition: 0 , TRSY0: 0 , TRSY1: 0 , TRSY2: 3000000
2018-12-24 18:43:36 , CUSIP: 9128285Q9 , AggregatePosition: 3000000 , TRSY0: 0 , TRSY1: -1000000 , TRSY2: 0
2018-12-24 18:43:36 , CUSIP: 9128285R7 , AggregatePosition: 2000000 , TRSY0: 0 , TRSY1: 0 , TRSY2: 3000000
2018-12-24 18:43:36 , CUSIP: 9128285P1 , AggregatePosition: -3000000 , TRSY0: 0 , TRSY1: 2000000 , TRSY2: 5000000
2018-12-24 18:43:36 , CUSIP: 9128285N6 , AggregatePosition: 1000000 , TRSY0: 0 , TRSY1: 3000000 , TRSY2: 6000000
2018-12-24 18:43:36 , CUSIP: 9128285M8 , AggregatePosition: 8000000 , TRSY0: 0 , TRSY1: 5000000 , TRSY2: 1000000
2018-12-24 18:43:36 , CUSIP: 912810SE9 , AggregatePosition: 3000000 , TRSY0: 0 , TRSY1: 0 , TRSY2: 3000000
2018-12-24 18:43:36 , CUSIP: 9128285Q9 , AggregatePosition: -1000000 , TRSY0: 0 , TRSY1: -5000000 , TRSY2: 0
2018-12-24 18:43:36 , CUSIP: 9128285R7 , AggregatePosition: 0 , TRSY0: 0 , TRSY1: 0 , TRSY2: 3000000
2018-12-24 18:43:36 , CUSIP: 9128285P1 , AggregatePosition: -2000000 , TRSY0: 0 , TRSY1: 3000000 , TRSY2: 5000000
2018-12-24 18:43:36 , CUSIP: 9128285N6 , AggregatePosition: 0 , TRSY0: 0 , TRSY1: 3000000 , TRSY2: 6000000
2018-12-24 18:43:36 , CUSIP: 9128285M8 , AggregatePosition: 13000000 , TRSY0: 0 , TRSY1: 5000000 , TRSY2: 6000000
2018-12-24 18:43:36 , CUSIP: 912810SE9 , AggregatePosition: 8000000 , TRSY0: 0 , TRSY1: 0 , TRSY2: 3000000
2018-12-24 18:43:36 , CUSIP: 9128285Q9 , AggregatePosition: -2000000 , TRSY0: 0 , TRSY1: -5000000 , TRSY2: -1000000
2018-12-24 18:43:36 , CUSIP: 9128285R7 , AggregatePosition: -3000000 , TRSY0: 0 , TRSY1: 0 , TRSY2: 3000000
2018-12-24 18:43:36 , CUSIP: 9128285P1 , AggregatePosition: 1000000 , TRSY0: 0 , TRSY1: 3000000 , TRSY2: 8000000
2018-12-24 18:43:36 , CUSIP: 9128285N6 , AggregatePosition: 2000000 , TRSY0: 0 , TRSY1: 3000000 , TRSY2: 8000000
2018-12-24 18:43:36 , CUSIP: 9128285M8 , AggregatePosition: 17000000 , TRSY0: 0 , TRSY1: 5000000 , TRSY2: 10000000
2018-12-24 18:43:36 , CUSIP: 912810SE9 , AggregatePosition: 9000000 , TRSY0: 0 , TRSY1: 1000000 , TRSY2: 3000000
2018-12-24 18:43:36 , CUSIP: 9128285Q9 , AggregatePosition: 0 , TRSY0: 0 , TRSY1: -3000000 , TRSY2: -1000000
2018-12-24 18:43:36 , CUSIP: 9128285R7 , AggregatePosition: -5000000 , TRSY0: 0 , TRSY1: 0 , TRSY2: 3000000
2018-12-24 18:43:36 , CUSIP: 9128285P1 , AggregatePosition: 2000000 , TRSY0: 0 , TRSY1: 3000000 , TRSY2: 9000000
2018-12-24 18:43:36 , CUSIP: 9128285N6 , AggregatePosition: -2000000 , TRSY0: 0 , TRSY1: -1000000 , TRSY2: 8000000
2018-12-24 18:43:36 , CUSIP: 9128285M8 , AggregatePosition: 19000000 , TRSY0: 0 , TRSY1: 5000000 , TRSY2: 10000000
2018-12-24 18:43:36 , CUSIP: 912810SE9 , AggregatePosition: 11000000 , TRSY0: 0 , TRSY1: 3000000 , TRSY2: 3000000
2018-12-24 18:43:36 , CUSIP: 9128285Q9 , AggregatePosition: 5000000 , TRSY0: 0 , TRSY1: -3000000 , TRSY2: 4000000
2018-12-24 18:43:36 , CUSIP: 9128285R7 , AggregatePosition: -4000000 , TRSY0: 0 , TRSY1: 0 , TRSY2: 4000000
2018-12-24 18:43:36 , CUSIP: 9128285P1 , AggregatePosition: -2000000 , TRSY0: 0 , TRSY1: 3000000 , TRSY2: 9000000
2018-12-24 18:43:36 , CUSIP: 9128285N6 , AggregatePosition: -5000000 , TRSY0: 0 , TRSY1: -1000000 , TRSY2: 5000000
2018-12-24 18:43:36 , CUSIP: 9128285M8 , AggregatePosition: 14000000 , TRSY0: 0 , TRSY1: 5000000 , TRSY2: 5000000
2018-12-24 18:43:36 , CUSIP: 912810SE9 , AggregatePosition: 8000000 , TRSY0: 0 , TRSY1: 0 , TRSY2: 3000000
2018-12-24 18:43:36 , CUSIP: 9128285Q9 , AggregatePosition: 7000000 , TRSY0: 0 , TRSY1: -3000000 , TRSY2: 4000000
2018-12-24 18:43:36 , CUSIP: 9128285R7 , AggregatePosition: -1000000 , TRSY0: 0 , TRSY1: 3000000 , TRSY2: 4000000
2018-12-24 18:43:36 , CUSIP: 9128285P1 , AggregatePosition: -4000000 , TRSY0: 0 , TRSY1: 3000000 , TRSY2: 9000000
2018-12-24 18:43:36 , CUSIP: 9128285N6 , AggregatePosition: 0 , TRSY0: 0 , TRSY1: 4000000 , TRSY2: 5000000
2018-12-24 18:43:36 , CUSIP: 9128285M8 , AggregatePosition: 17000000 , TRSY0: 0 , TRSY1: 5000000 , TRSY2: 8000000
2018-12-24 18:43:36 , CUSIP: 912810SE9 , AggregatePosition: 12000000 , TRSY0: 0 , TRSY1: 4000000 , TRSY2: 3000000
2018-12-24 18:43:36 , CUSIP: 9128285Q9 , AggregatePosition: 9000000 , TRSY0: 0 , TRSY1: -3000000 , TRSY2: 4000000
2018-12-24 18:43:36 , CUSIP: 9128285R7 , AggregatePosition: -3000000 , TRSY0: 0 , TRSY1: 3000000 , TRSY2: 4000000
2018-12-24 18:43:36 , CUSIP: 9128285P1 , AggregatePosition: -2000000 , TRSY0: 0 , TRSY1: 3000000 , TRSY2: 9000000
2018-12-24 18:43:36 , CUSIP: 9128285N6 , AggregatePosition: -2000000 , TRSY0: 0 , TRSY1: 4000000 , TRSY2: 5000000
2018-12-24 18:43:36 , CUSIP: 9128285M8 , AggregatePosition: 19000000 , TRSY0: 0 , TRSY1: 5000000 , TRSY2: 8000000
2018-12-24 18:43:36 , CUSIP: 912810SE9 , AggregatePosition: 10000000 , TRSY0: 0 , TRSY1: 4000000 , TRSY2: 3000000
2018-12-24 18:43:36 , CUSIP: 9128285Q9 , AggregatePosition: 11000000 , TRSY0: 0 , TRSY1: -3000000 , TRSY2: 4000000
2018-12-24 18:43:36 , CUSIP: 9128285R7 , AggregatePosition: -5000000 , TRSY0: 0 , TRSY1: 3000000 , TRSY2: 4000000
2018-12-24 18:43:36 , CUSIP: 9128285P1 , AggregatePosition: 0 , TRSY0: 0 , TRSY1: 3000000 , TRSY2: 9000000
2018-12-24 18:43:36 , CUSIP: 9128285N6 , AggregatePosition: -4000000 , TRSY0: 0 , TRSY1: 4000000 , TRSY2: 5000000
2018-12-24 18:43:36 , CUSIP: 9128285M8 , AggregatePosition: 21000000 , TRSY0: 0 , TRSY1: 5000000 , TRSY2: 8000000
2018-12-24 18:43:36 , CUSIP: 912810SE9 , AggregatePosition: 8000000 , TRSY0: 0 , TRSY1: 4000000 , TRSY2: 3000000
2018-12-24 18:43:36 , CUSIP: 9128285Q9 , AggregatePosition: 13000000 , TRSY0: 0 , TRSY1: -3000000 , TRSY2: 4000000
2018-12-24 18:43:36 , CUSIP: 9128285R7 , AggregatePosition: -7000000 , TRSY0: 0 , TRSY1: 3000000 , TRSY2: 4000000
2018-12-24 18:43:36 , CUSIP: 9128285P1 , AggregatePosition: 2000000 , TRSY0: 0 , TRSY1: 3000000 , TRSY2: 9000000
2018-12-24 18:43:36 , CUSIP: 9128285N6 , AggregatePosition: -6000000 , TRSY0: 0 , TRSY1: 4000000 , TRSY2: 5000000
2018-12-24 18:43:36 , CUSIP: 9128285M8 , AggregatePosition: 23000000 , TRSY0: 0 , TRSY1: 5000000 , TRSY2: 8000000
2018-12-24 18:43:36 , CUSIP: 912810SE9 , AggregatePosition: 6000000 , TRSY0: 0 , TRSY1: 4000000 , TRSY2: 3000000
2018-12-24 18:43:36 , CUSIP: 9128285Q9 , AggregatePosition: 15000000 , TRSY0: 0 , TRSY1: -3000000 , TRSY2: 4000000
2018-12-24 18:43:36 , CUSIP: 9128285R7 , AggregatePosition: -9000000 , TRSY0: 0 , TRSY1: 3000000 , TRSY2: 4000000
2018-12-24 18:43:36 , CUSIP: 9128285P1 , AggregatePosition: 4000000 , TRSY0: 0 , TRSY1: 3000000 , TRSY2: 9000000
2018-12-24 18:43:36 , CUSIP: 9128285N6 , AggregatePosition: -8000000 , TRSY0: 0 , TRSY1: 4000000 , TRSY2: 5000000
2018-12-24 18:43:36 , CUSIP: 9128285M8 , AggregatePosition: 25000000 , TRSY0: 0 , TRSY1: 5000000 , TRSY2: 8000000
2018-12-24 18:43:36 , CUSIP: 912810SE9 , AggregatePosition: 4000000 , TRSY0: 0 , TRSY1: 4000000 , TRSY2: 3000000
2018-12-24 18:43:36 , CUSIP: 9128285Q9 , AggregatePosition: 17000000 , TRSY0: 0 , TRSY1: -3000000 , TRSY2: 4000000
2018-12-24 18:43:36 , CUSIP: 9128285R7 , AggregatePosition: -11000000 , TRSY0: 0 , TRSY1: 3000000 , TRSY2: 4000000
2018-12-24 18:43:36 , CUSIP: 9128285P1 , AggregatePosition: 6000000 , TRSY0: 0 , TRSY1: 3000000 , TRSY2: 9000000
2018-12-24 18:43:36 , CUSIP: 9128285N6 , AggregatePosition: -10000000 , TRSY0: 0 , TRSY1: 4000000 , TRSY2: 5000000
2018-12-24 18:43:36 , CUSIP: 9128285M8 , AggregatePosition: 27000000 , TRSY0: 0 , TRSY1: 5000000 , TRSY2: 8000000
2018-12-24 18:43:36 , CUSIP: 912810SE9 , AggregatePosition: 2000000 , TRSY0: 0 , TRSY1: 4000000 , TRSY2: 3000000
2018-12-24 18:43:36 , CUSIP: 9128285Q9 , AggregatePosition: 19000000 , TRSY0: 0 , TRSY1: -3000000 , TRSY2: 4000000
2018-12-24 18:43:36 , CUSIP: 9128285R7 , AggregatePosition: -13000000 , TRSY0: 0 , TRSY1: 3000000 , TRSY2: 4000000
2018-12-24 18:43:36 , CUSIP: 9128285P1 , AggregatePosition: 8000000 , TRSY0: 0 , TRSY1: 3000000 , TRSY2: 9000000
2018-12-24 18:43:36 , CUSIP: 9128285N6 , AggregatePosition: -12000000 , TRSY0: 0 , TRSY1: 4000000 , TRSY2: 5000000
2018-12-24 18:43:36 , CUSIP: 9128285M8 , AggregatePosition: 29000000 , TRSY0: 0 , TRSY1: 5000000 , TRSY2: 8000000
2018-12-24 18:43:36 , CUSIP: 912810SE9 , AggregatePosition: 0 , TRSY0: 0 , TRSY1: 4000000 , TRSY2: 3000000
2018-12-24 18:43:36 , CUSIP: 9128285Q9 , AggregatePosition: 21000000 , TRSY0: 0 , TRSY1: -3000000 , TRSY2: 4000000
2018-12-24 18:43:36 , CUSIP: 9128285R7 , AggregatePosition: -15000000 , TRSY0: 0 , TRSY1: 3000000 , TRSY2: 4000000
2018-12-24 18:43:36 , CUSIP: 9128285P1 , AggregatePosition: 10000000 , TRSY0: 0 , TRSY1: 3000000 , TRSY2: 9000000
2018-12-24 18:43:36 , CUSIP: 9128285N6 , AggregatePosition: -14000000 , TRSY0: 0 , TRSY1: 4000000 , TRSY2: 5000000
2018-12-24 18:43:36 , CUSIP: 9128285M8 , AggregatePosition: 31000000 , TRSY0: 0 , TRSY1: 5000000 , TRSY2: 8000000
2018-12-24 18:43:36 , CUSIP: 912810SE9 , AggregatePosition: -2000000 , TRSY0: 0 , TRSY1: 4000000 , TRSY2: 3000000
2018-12-24 18:43:36 , CUSIP: 9128285Q9 , AggregatePosition: 23000000 , TRSY0: 0 , TRSY1: -3000000 , TRSY2: 4000000
2018-12-24 18:43:36 , CUSIP: 9128285R7 , AggregatePosition: -17000000 , TRSY0: 0 , TRSY1: 3000000 , TRSY2: 4000000
2018-12-24 18:43:36 , CUSIP: 9128285P1 , AggregatePosition: 12000000 , TRSY0: 0 , TRSY1: 3000000 , TRSY2: 9000000
2018-12-24 18:43:36 , CUSIP: 9128285N6 , AggregatePosition: -16000000 , TRSY0: 0 , TRSY1: 4000000 , TRSY2: 5000000
2018-12-24 18:43:36 , CUSIP: 9128285M8 , AggregatePosition: 33000000 , TRSY0: 0 , TRSY1: 5000000 , TRSY2: 8000000
2018-12-24 18:43:36 , CUSIP: 912810SE9 , AggregatePosition: -4000000 , TRSY0: 0 , TRSY1: 4000000 , TRSY2: 3000000
2018-12-24 18:43:36 , CUSIP: 9128285Q9 , AggregatePosition: 25000000 , TRSY0: 0 , TRSY1: -3000000 , TRSY2: 4000000
2018-12-24 18:43:36 , CUSIP: 9128285R7 , AggregatePosition: -19000000 , TRSY0: 0 , TRSY1: 3000000 , TRSY2: 4000000
2018-12-24 18:43:36 , CUSIP: 9128285P1 , AggregatePosition: 14000000 , TRSY0: 0 , TRSY1: 3000000 , TRSY2: 9000000
2018-12-24 18:43:36 , CUSIP: 9128285N6 , AggregatePosition: -18000000 , TRSY0: 0 , TRSY1: 4000000 , TRSY2: 5000000
2018-12-24 18:43:36 , CUSIP: 9128285M8 , AggregatePosition: 35000000 , TRSY0: 0 , TRSY1: 5000000 , TRSY2: 8000000
2018-12-24 18:43:36 , CUSIP: 912810SE9 , AggregatePosition: -6000000 , TRSY0: 0 , TRSY1: 4000000 , TRSY2: 3000000
2018-12-24 18:43:36 , CUSIP: 9128285Q9 , AggregatePosition: 27000000 , TRSY0: 0 , TRSY1: -3000000 , TRSY2: 4000000
2018-12-24 18:43:36 , CUSIP: 9128285R7 , AggregatePosition: -21000000 , TRSY0: 0 , TRSY1: 3000000 , TRSY2: 4000000
2018-12-24 18:43:36 , CUSIP: 9128285P1 , AggregatePosition: 16000000 , TRSY0: 0 , TRSY1: 3000000 , TRSY2: 9000000
2018-12-24 18:43:36 , CUSIP: 9128285N6 , AggregatePosition: -20000000 , TRSY0: 0 , TRSY1: 4000000 , TRSY2: 5000000
2018-12-24 18:43:36 , CUSIP: 9128285M8 , AggregatePosition: 37000000 , TRSY0: 0 , TRSY1: 5000000 , TRSY2: 8000000
2018-12-24 18:43:36 , CUSIP: 912810SE9 , AggregatePosition: -8000000 , TRSY0: 0 , TRSY1: 4000000 , TRSY2: 3000000
2018-12-24 18:43:36 , CUSIP: 9128285Q9 , AggregatePosition: 29000000 , TRSY0: 0 , TRSY1: -3000000 , TRSY2: 4000000
2018-12-24 18:43:36 , CUSIP: 9128285R7 , AggregatePosition: -23000000 , TRSY0: 0 , TRSY1: 3000000 , TRSY2: 4000000
2018-12-24 18:43:36 , CUSIP: 9128285P1 , AggregatePosition: 18000000 , TRSY0: 0 , TRSY1: 3000000 , TRSY2: 9000000
2018-12-24 18:43:36 , CUSIP: 9128285N6 , AggregatePosition: -22000000 , TRSY0: 0 , TRSY1: 4000000 , TRSY2: 5000000
2018-12-24 18:43:36 , CUSIP: 9128285M8 , AggregatePosition: 39000000 , TRSY0: 0 , TRSY1: 5000000 , TRSY2: 8000000
2018-12-24 18:43:36 , CUSIP: 912810SE9 , AggregatePosition: -10000000 , TRSY0: 0 , TRSY1: 4000000 , TRSY2: 3000000
2018-12-24 18:43:36 , CUSIP: 9128285Q9 , AggregatePosition: 31000000 , TRSY0: 0 , TRSY1: -3000000 , TRSY2: 4000000
2018-12-24 18:43:36 , CUSIP: 9128285R7 , AggregatePosition: -25000000 , TRSY0: 0 , TRSY1: 3000000 , TRSY2: 4000000
2018-12-24 18:43:36 , CUSIP: 9128285P1 , AggregatePosition: 20000000 , TRSY0: 0 , TRSY1: 3000000 , TRSY2: 9000000
2018-12-24 18:43:36 , CUSIP: 9128285N6 , AggregatePosition: -24000000 , TRSY0: 0 , TRSY1: 4000000 , TRSY2: 5000000
2018-12-24 18:43:36 , CUSIP: 9128285M8 , AggregatePosition: 41000000 , TRSY0: 0 , TRSY1: 5000000 , TRSY2: 8000000
2018-12-24 18:43:36 , CUSIP: 912810SE9 , AggregatePosition: -12000000 , TRSY0: 0 , TRSY1: 4000000 , TRSY2: 3000000
2018-12-24 18:43:36 , CUSIP: 9128285Q9 , AggregatePosition: 33000000 , TRSY0: 0 , TRSY1: -3000000 , TRSY2: 4000000
2018-12-24 18:43:36 , CUSIP: 9128285R7 , AggregatePosition: -27000000 , TRSY0: 0 , TRSY1: 3000000 , TRSY2: 4000000
2018-12-24 18:43:36 , CUSIP: 9128285P1 , AggregatePosition: 22000000 , TRSY0: 0 , TRSY1: 3000000 , TRSY2: 9000000
2018-12-24 18:43:36 , CUSIP: 9128285N6 , AggregatePosition: -26000000 , TRSY0: 0 , TRSY1: 4000000 , TRSY2: 5000000
2018-12-24 18:43:36 , CUSIP: 9128285M8 , AggregatePosition: 43000000 , TRSY0: 0 , TRSY1: 5000000 , TRSY2: 8000000
2018-12-24 18:43:36 , CUSIP: 912810SE9 , AggregatePosition: -14000000 , TRSY0: 0 , TRSY1: 4000000 , TRSY2: 3000000
2018-12-24 18:43:36 , CUSIP: 9128285Q9 , AggregatePosition: 35000000 , TRSY0: 0 , TRSY1: -3000000 , TRSY2: 4000000
2018-12-24 18:43:36 , CUSIP: 9128285R7 , AggregatePosition: -29000000 , TRSY0: 0 , TRSY1: 3000000 , TRSY2: 4000000
2018-12-24 18:43:36 , CUSIP: 9128285P1 , AggregatePosition: 24000000 , TRSY0: 0 , TRSY1: 3000000 , TRSY2: 9000000
2018-12-24 18:43:36 , CUSIP: 9128285N6 , AggregatePosition: -28000000 , TRSY0: 0 , TRSY1: 4000000 , TRSY2: 5000000
2018-12-24 18:43:36 , CUSIP: 9128285M8 , AggregatePosition: 45000000 , TRSY0: 0 , TRSY1: 5000000 , TRSY2: 8000000
2018-12-24 18:43:36 , CUSIP: 912810SE9 , AggregatePosition: -16000000 , TRSY0: 0 , TRSY1: 4000000 , TRSY2: 3000000
2018-12-24 18:43:36 , CUSIP: 9128285Q9 , AggregatePosition: 37000000 , TRSY0: 0 , TRSY1: -3000000 , TRSY2: 4000000
2018-12-24 18:43:36 , CUSIP: 9128285R7 , AggregatePosition: -31000000 , TRSY0: 0 , TRSY1: 3000000 , TRSY2: 4000000
2018-12-24 18:43:36 , CUSIP: 9128285P1 , AggregatePosition: 26000000 , TRSY0: 0 , TRSY1: 3000000 , TRSY2: 9000000
2018-12-24 18:43:36 , CUSIP: 9128285N6 , AggregatePosition: -30000000 , TRSY0: 0 , TRSY1: 4000000 , TRSY2: 5000000
2018-12-24 18:43:36 , CUSIP: 9128285M8 , AggregatePosition: 47000000 , TRSY0: 0 , TRSY1: 5000000 , TRSY2: 8000000
2018-12-24 18:43:36 , CUSIP: 912810SE9 , AggregatePosition: -18000000 , TRSY0: 0 , TRSY1: 4000000 , TRSY2: 3000000
2018-12-24 18:43:36 , CUSIP: 9128285Q9 , AggregatePosition: 39000000 , TRSY0: 0 , TRSY1: -3000000 , TRSY2: 4000000
2018-12-24 18:43:36 , CUSIP: 9128285R7 , AggregatePosition: -33000000 , TRSY0: 0 , TRSY1: 3000000 , TRSY2: 4000000
2018-12-24 18:43:36 , CUSIP: 9128285P1 , AggregatePosition: 28000000 , TRSY0: 0 , TRSY1: 3000000 , TRSY2: 9000000
2018-12-24 18:43:36 , CUSIP: 9128285N6 , AggregatePosition: -32000000 , TRSY0: 0 , TRSY1: 4000000 , TRSY2: 5000000
2018-12-24 18:43:36 , CUSIP: 9128285M8 , AggregatePosition: 49000000 , TRSY0: 0 , TRSY1: 5000000 , TRSY2: 8000000
2018-12-24 18:43:36 , CUSIP: 912810SE9 , AggregatePosition: -20000000 , TRSY0: 0 , TRSY1: 4000000 , TRSY2: 3000000
2018-12-24 18:43:36 , CUSIP: 9128285Q9 , AggregatePosition: 41000000 , TRSY0: 0 , TRSY1: -3000000 , TRSY2: 4000000
2018-12-24 18:43:36 , CUSIP: 9128285R7 , AggregatePosition: -35000000 , TRSY0: 0 , TRSY1: 3000000 , TRSY2: 4000000
2018-12-24 18:43:36 , CUSIP: 9128285P1 , AggregatePosition: 30000000 , TRSY0: 0 , TRSY1: 3000000 , TRSY2: 9000000
2018-12-24 18:43:36 , CUSIP: 9128285N6 , AggregatePosition: -34000000 , TRSY0: 0 , TRSY1: 4000000 , TRSY2: 5000000
2018-12-24 18:43:36 , CUSIP: 9128285M8 , AggregatePosition: 51000000 , TRSY0: 0 , TRSY1: 5000000 , TRSY2: 8000000
2018-12-24 18:43:36 , CUSIP: 912810SE9 , AggregatePosition: -22000000 , TRSY0: 0 , TRSY1: 4000000 , TRSY2: 3000000
2018-12-24 18:43:36 , CUSIP: 9128285Q9 , AggregatePosition: 43000000 , TRSY0: 0 , TRSY1: -3000000 , TRSY2: 4000000
2018-12-24 18:43:36 , CUSIP: 9128285R7 , AggregatePosition: -37000000 , TRSY0: 0 , TRSY1: 3000000 , TRSY2: 4000000
2018-12-24 18:43:36 , CUSIP: 9128285P1 , AggregatePosition: 32000000 , TRSY0: 0 , TRSY1: 3000000 , TRSY2: 9000000
2018-12-24 18:43:36 , CUSIP: 9128285N6 , AggregatePosition: -36000000 , TRSY0: 0 , TRSY1: 4000000 , TRSY2: 5000000
2018-12-24 18:43:36 , CUSIP: 9128285M8 , AggregatePosition: 53000000 , TRSY0: 0 , TRSY1: 5000000 , TRSY2: 8000000
2018-12-24 18:43:36 , CUSIP: 912810SE9 , AggregatePosition: -24000000 , TRSY0: 0 , TRSY1: 4000000 , TRSY2: 3000000
2018-12-24 18:43:36 , CUSIP: 9128285Q9 , AggregatePosition: 45000000 , TRSY0: 0 , TRSY1: -3000000 , TRSY2: 4000000
2018-12-24 18:43:36 , CUSIP: 9128285R7 , AggregatePosition: -39000000 , TRSY0: 0 , TRSY1: 3000000 , TRSY2: 4000000
2018-12-24 18:43:36 , CUSIP: 9128285P1 , AggregatePosition: 34000000 , TRSY0: 0 , TRSY1: 3000000 , TRSY2: 9000000
2018-12-24 18:43:36 , CUSIP: 9128285N6 , AggregatePosition: -38000000 , TRSY0: 0 , TRSY1: 4000000 , TRSY2: 5000000
2018-12-24 18:43:36 , CUSIP: 9128285M8 , AggregatePosition: 55000000 , TRSY0: 0 , TRSY1: 5000000 , TRSY2: 8000000
2018-12-24 18:43:36 , CUSIP: 912810SE9 , AggregatePosition: -26000000 , TRSY0: 0 , TRSY1: 4000000 , TRSY2: 3000000
2018-12-24 18:43:36 , CUSIP: 9128285Q9 , AggregatePosition: 47000000 , TRSY0: 0 , TRSY1: -3000000 , TRSY2: 4000000
2018-12-24 18:43:36 , CUSIP: 9128285R7 , AggregatePosition: -41000000 , TRSY0: 0 , TRSY1: 3000000 , TRSY2: 4000000
2018-12-24 18:43:36 , CUSIP: 9128285P1 , AggregatePosition: 36000000 , TRSY0: 0 , TRSY1: 3000000 , TRSY2: 9000000
2018-12-24 18:43:36 , CUSIP: 9128285N6 , AggregatePosition: -40000000 , TRSY0: 0 , TRSY1: 4000000 , TRSY2: 5000000
2018-12-24 18:43:36 , CUSIP: 9128285M8 , AggregatePosition: 57000000 , TRSY0: 0 , TRSY1: 5000000 , TRSY2: 8000000
2018-12-24 18:43:36 , CUSIP: 912810SE9 , AggregatePosition: -28000000 , TRSY0: 0 , TRSY1: 4000000 , TRSY2: 3000000
2018-12-24 18:43:36 , CUSIP: 9128285Q9 , AggregatePosition: 49000000 , TRSY0: 0 , TRSY1: -3000000 , TRSY2: 4000000
2018-12-24 18:43:36 , CUSIP: 9128285R7 , AggregatePosition: -43000000 , TRSY0: 0 , TRSY1: 3000000 , TRSY2: 4000000
2018-12-24 18:43:36 , CUSIP: 9128285P1 , AggregatePosition: 38000000 , TRSY0: 0 , TRSY1: 3000000 , TRSY2: 9000000
2018-12-24 18:43:36 , CUSIP: 9128285N6 , AggregatePosition: -42000000 , TRSY0: 0 , TRSY1: 4000000 , TRSY2: 5000000
2018-12-24 18:43:36 , CUSIP: 9128285M8 , AggregatePosition: 59000000 , TRSY0: 0 , TRSY1: 5000000 , TRSY2: 8000000
2018-12-24 18:43:36 , CUSIP: 912810SE9 , AggregatePosition: -30000000 , TRSY0: 0 , TRSY1: 4000000 , TRSY2: 3000000
