Time, CUSIP, Mid, Spread
2018-12-24 18:43:31 , 9128285Q9 , 99.179688 , 0.011719
2018-12-24 18:43:32 , 9128285R7 , 99.804688 , 0.007812
2018-12-24 18:43:32 , 9128285P1 , 99.636719 , 0.007812
2018-12-24 18:43:32 , 9128285N6 , 99.132812 , 0.011719
2018-12-24 18:43:33 , 9128285M8 , 100.718750 , 0.007812
2018-12-24 18:43:33 , 912810SE9 , 100.925781 , 0.007812
2018-12-24 18:43:33 , 9128285Q9 , 100.152344 , 0.011719
2018-12-24 18:43:33 , 9128285R7 , 99.476562 , 0.007812
2018-12-24 18:43:34 , 9128285P1 , 99.183594 , 0.007812
2018-12-24 18:43:34 , 9128285N6 , 99.179688 , 0.011719
2018-12-24 18:43:34 , 9128285M8 , 100.808594 , 0.011719
2018-12-24 18:43:35 , 912810SE9 , 100.812500 , 0.015625
2018-12-24 18:43:35 , 9128285Q9 , 99.566406 , 0.007812
2018-12-24 18:43:35 , 9128285R7 , 100.699219 , 0.015625
2018-12-24 18:43:36 , 9128285P1 , 100.257812 , 0.015625
2018-12-24 18:43:36 , 9128285N6 , 99.269531 , 0.007812
